data,method,target_coverage,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
hatespeech,DT,0.6,"[3044, 1912]",611.0,748.0,0.9314066200000001,1.0,2.0,-0.041733727326247916,0.07129929832781365,0.5583248185414451,-0.18147778417173957,0.09801032951924374
hatespeech,DT,0.7,"[3519, 1437]",636.0,695.0,0.9439655,1.0,2.0,-0.054294977727629146,0.06577521482841658,0.4091090257718122,-0.18321202986671056,0.07462207441145227
hatespeech,DT,0.8,"[3989, 967]",491.0,468.0,0.955533796,1.0,2.0,0.009973238549806585,0.0877255219588187,0.9094860344568815,-0.16196562501445574,0.1819121021140689
hatespeech,DT,0.9,"[4491, 465]",411.0,274.0,0.968467392,1.0,2.0,-0.2647145988519365,0.0972711714178293,0.006500436555266794,-0.45536259156490383,-0.07406660613896915
hatespeech,LCE,0.1,"[485, 4471]",313.0,803.0,-0.23877479732036588,1.0,2.0,-0.0435066674522574,0.08201505105649345,0.5957848924511275,-0.20425321371319827,0.11723987880868347
hatespeech,LCE,0.2,"[1003, 3953]",691.0,1153.0,-0.16906768083572382,1.0,2.0,0.08105761734521733,0.05769241477073052,0.16002244008745115,-0.03201743778656113,0.19413267247699578
hatespeech,LCE,0.3,"[1497, 3459]",1059.0,1436.0,-0.12239947915077204,1.0,2.0,-0.02198228986522055,0.05129759595528195,0.6682691127946924,-0.12252373043106073,0.07855915070061963
hatespeech,LCE,0.4,"[1934, 3022]",1192.0,1362.0,-0.08223326206207271,1.0,2.0,-0.0035292766975181245,0.04903056288639272,0.9426169026289598,-0.0996274140965741,0.09256886070153784
hatespeech,LCE,0.5,"[2441, 2515]",1655.0,1584.0,-0.039533838629722554,1.0,2.0,0.07672839817326971,0.04394027255669563,0.08077662294550754,-0.009392953508727445,0.16284974985526685
hatespeech,LCE,0.6,"[2920, 2036]",1594.0,1274.0,0.000924450159072807,1.0,2.0,0.01895536512876106,0.04826233057143091,0.694499013209301,-0.07563706460120993,0.11354779485873205
hatespeech,LCE,0.7,"[3444, 1512]",1192.0,862.0,0.052469712495803775,1.0,2.0,-0.015354822921316513,0.05569176349705158,0.7827701687499116,-0.12450867361106006,0.09379902776842704
hatespeech,LCE,0.8,"[3976, 980]",1403.0,712.0,0.10970733761787409,1.0,2.0,-0.009209658663441478,0.055913505514966516,0.8691702019657941,-0.11879811572215754,0.10037879839527458
hatespeech,LCE,0.9,"[4437, 519]",600.0,338.0,0.18470869064331055,1.0,2.0,-0.02770795780062585,0.09323910073173354,0.7663359527986464,-0.21045323718572578,0.15503732158447409
hatespeech,SP,0.1,"[517, 4439]",517.0,1661.0,0.00498484969139095,1.0,2.0,0.04841931504078767,0.07245351470825882,0.5039541707053089,-0.0935869643407427,0.19042559442231805
hatespeech,SP,0.2,"[1061, 3895]",1061.0,1169.0,0.01098856925964348,1.0,2.0,-0.09073984364162668,0.0608289058375196,0.13577192470443206,-0.20996230830214335,0.028482621018889986
hatespeech,SP,0.3,"[1531, 3425]",1531.0,871.0,0.01808713078498834,1.0,2.0,0.01000353927704789,0.06104344375977864,0.8698289686753606,-0.10963941198441454,0.12964649053851032
hatespeech,SP,0.4,"[2012, 2944]",1370.0,595.0,0.02846648693084712,1.0,2.0,-0.010267150261370817,0.06981360687506033,0.8830805778508722,-0.14709930536732696,0.12656500484458533
hatespeech,SP,0.5,"[2504, 2452]",568.0,376.0,0.0455658137798309,1.0,2.0,0.007589079504068397,0.08877628488753904,0.9318754727220507,-0.1664092415567756,0.1815874005649124
hatespeech,SP,0.6,"[2985, 1971]",503.0,260.0,0.07267370223999019,1.0,2.0,-0.05574818025512018,0.10307633630405318,0.5886153649646497,-0.25777408706940286,0.14627772655916252
hatespeech,SP,0.7,"[3451, 1505]",628.0,366.0,0.12619364857673637,1.0,2.0,0.019422463986327965,0.09023777110308308,0.8295829178698091,-0.1574403174208841,0.19628524539354003
hatespeech,SP,0.8,"[3937, 1019]",346.0,289.0,0.22092926502227797,1.0,2.0,-0.039268387279943195,0.1044932052528727,0.707066720924256,-0.24407130620472528,0.1655345316448389
hatespeech,SP,0.9,"[4446, 510]",205.0,186.0,0.3624410808086396,1.0,2.0,-0.1007885911686085,0.12869000251322563,0.43351614811694983,-0.35301636126489977,0.15143917892768277
hatespeech,OVA,0.1,"[583, 4373]",503.0,468.0,-0.8540889076888561,1.0,2.0,-0.006588231858170701,0.08993658504842761,0.9416038432978452,-0.18286069944561234,0.16968423572927094
hatespeech,OVA,0.2,"[1054, 3902]",406.0,334.0,-0.7391581416130066,1.0,2.0,-0.1886604360871028,0.09845995249613515,0.05535066077766344,-0.3816383968990523,0.004317524724846672
hatespeech,OVA,0.3,"[1500, 3456]",608.0,498.0,-0.6135376766324043,1.0,2.0,-0.026270564647880246,0.0757549589603659,0.7287540251138045,-0.17474755586050725,0.12220642656474676
hatespeech,OVA,0.4,"[1992, 2964]",661.0,582.0,-0.4497913718223571,1.0,2.0,-0.07075187350723577,0.07529070678386687,0.3473633124390748,-0.21831894717418038,0.07681520015970883
hatespeech,OVA,0.5,"[2528, 2428]",639.0,519.0,-0.26152750849723816,1.0,2.0,0.0766587551676361,0.08056650255451485,0.34135233162023304,-0.08124868819956726,0.23456619853483945
hatespeech,OVA,0.6,"[3000, 1956]",1023.0,824.0,-0.05551178455352769,1.0,2.0,0.006528932197224835,0.06305549697669438,0.9175323148750832,-0.11705757090437041,0.13011543529882008
hatespeech,OVA,0.7,"[3495, 1461]",510.0,507.0,0.183045020699501,1.0,2.0,-0.06206585540310716,0.0799226784847055,0.43741028433991214,-0.2187114267811042,0.09457971597488987
hatespeech,OVA,0.8,"[3988, 968]",380.0,434.0,0.42350030541420003,1.0,2.0,0.03959512463123327,0.08981073475317447,0.6593049689815598,-0.13643068091006846,0.215620930172535
hatespeech,OVA,0.9,"[4462, 494]",211.0,193.0,0.6234108477830894,1.0,2.0,-0.23196131212478077,0.12886693982651015,0.07185963295227404,-0.484535872982631,0.020613248733069467
hatespeech,ASM,0.1,"[529, 4427]",216.0,215.0,-0.7313047781586647,1.0,2.0,0.1116258204479158,0.13479203725789843,0.40759482016086024,-0.15256171798034623,0.37581335887617784
hatespeech,ASM,0.2,"[1016, 3940]",412.0,400.0,-0.564517593383789,1.0,2.0,0.07545831442128914,0.08710061886664401,0.3863064793451618,-0.09525576158848306,0.24617239043106134
hatespeech,ASM,0.3,"[1525, 3431]",786.0,694.0,-0.38647979199886323,1.0,2.0,-0.022021617891641254,0.06804565861918162,0.7462181570785951,-0.15538865808954472,0.11134542230626221
hatespeech,ASM,0.4,"[1987, 2969]",736.0,666.0,-0.2018930971622466,1.0,2.0,-0.09735845003395216,0.06730546673645352,0.14803246301915338,-0.22927474080005966,0.03455784073215534
hatespeech,ASM,0.5,"[2483, 2473]",967.0,845.0,0.005314782261848399,1.0,2.0,0.07812255404182111,0.0654944329246332,0.23294295842380208,-0.05024417567833428,0.2064892837619765
hatespeech,ASM,0.6,"[2988, 1968]",817.0,774.0,0.24131061434745793,1.0,2.0,0.02672960825593995,0.06449275096817675,0.6785379061039297,-0.09967386090559718,0.1531330774174771
hatespeech,ASM,0.7,"[3535, 1421]",443.0,430.0,0.5005557939410209,1.0,2.0,-0.005978542486435479,0.09027461273177112,0.9471977562418051,-0.1829135321590079,0.17095644718613695
hatespeech,ASM,0.8,"[4012, 944]",126.0,184.0,0.7380232959985734,1.0,2.0,0.16983105532304932,0.13493446397113978,0.20816804730380045,-0.09463563433360217,0.4342977449797008
hatespeech,ASM,0.9,"[4512, 444]",443.0,444.0,0.8875262640416622,1.0,2.0,-0.08463178306394015,0.09650125400762842,0.3804856063738967,-0.2737707653818434,0.10450719925396312
synth,RS,0.1,"[526, 4474]",248.0,280.0,-0.6141358047723771,1.0,2.0,-0.013509911953987985,0.116082462729358,0.9073497814097948,-0.24102735814024281,0.21400753423226684
synth,RS,0.2,"[968, 4032]",441.0,467.0,-0.4487653166055679,1.0,2.0,-0.07302653552702365,0.08418578064245204,0.3856982279866664,-0.2380276335966189,0.09197456254257161
synth,RS,0.3,"[1435, 3565]",700.0,645.0,-0.28342370241880427,1.0,2.0,0.005564232953540138,0.0712825848426458,0.9377812808841912,-0.1341470660629664,0.14527553197004667
synth,RS,0.4,"[1930, 3070]",898.0,740.0,-0.09302101731300348,1.0,2.0,-0.12199894152844115,0.06404907054535988,0.05680958243853343,-0.24753281304061173,0.0035349299837294235
synth,RS,0.5,"[2431, 2569]",648.0,721.0,0.13907726109027854,1.0,2.0,0.03496971883836586,0.07305974024279073,0.6321908148897236,-0.10822474075735561,0.17816417843408733
synth,RS,0.6,"[2882, 2118]",645.0,825.0,0.32063400745391835,1.0,2.0,-0.05247877172544402,0.07019151566329355,0.45467056642259496,-0.19005161444577848,0.08509407099489044
synth,RS,0.7,"[3401, 1599]",548.0,823.0,0.5094485849142074,1.0,2.0,-0.06414430717050457,0.07506307629339064,0.39280654999816256,-0.21126523327433255,0.08297661893332342
synth,RS,0.8,"[4011, 989]",462.0,476.0,0.6655112981796265,1.0,2.0,0.028726627976862762,0.08844890294820927,0.7453459284174282,-0.14463003627370602,0.20208329222743154
synth,RS,0.9,"[4517, 483]",403.0,322.0,0.7823044583201412,1.0,2.0,0.02952306014187478,0.10848905760579537,0.7855225385933415,-0.18311158548217538,0.24215770576592494
synth,CC,0.1,"[521, 4479]",346.0,465.0,-0.08298347592353812,1.0,2.0,-0.08809704636971849,0.09168380119829916,0.3366129715794989,-0.26779399468411513,0.09159990194467812
synth,CC,0.2,"[931, 4069]",474.0,601.0,-0.018641126155853248,1.0,2.0,-0.07692501459786139,0.07715531750224744,0.31875719312435735,-0.22814665811801924,0.07429662892229646
synth,CC,0.3,"[1465, 3535]",847.0,974.0,0.04797390103340142,1.0,2.0,-0.05752871434790163,0.06041556288911912,0.3409870393278709,-0.17594104171628977,0.06088361302048649
synth,CC,0.4,"[1950, 3050]",861.0,1097.0,0.10836259126663203,1.0,2.0,-0.035101168522885584,0.058202168241071134,0.5464485570602958,-0.14917532209752596,0.07897298505175479
synth,CC,0.5,"[2379, 2621]",738.0,947.0,0.1557314097881317,1.0,2.0,-0.04507658581455143,0.06443610704549865,0.4842053996311827,-0.17136903492769642,0.08121586329859357
synth,CC,0.6,"[2905, 2095]",684.0,758.0,0.20304899215698238,1.0,2.0,-0.08200265474030821,0.0671507273819371,0.22202052741355005,-0.21361566194457257,0.04961035246395615
synth,CC,0.7,"[3413, 1587]",624.0,685.0,0.2470095098018646,1.0,2.0,-0.0018268098950497969,0.0742568847273783,0.9803730468488592,-0.14736762956485366,0.14371400977475407
synth,CC,0.8,"[3955, 1045]",553.0,496.0,0.2892800211906433,1.0,2.0,-0.0347144664317498,0.0786537323544874,0.6589537287064164,-0.1888729490961979,0.11944401623269829
synth,CC,0.9,"[4470, 530]",455.0,355.0,0.33499253988265987,1.0,2.0,-0.11120606509569031,0.09195364626863074,0.2265203784190284,-0.2914319000293425,0.06901976983796188
synth,DT,0.1,"[489, 4511]",326.0,662.0,0.602078105,1.0,2.0,-0.05623748047592725,0.08218501490387653,0.4937989999439528,-0.2173171497564128,0.10484218880455831
synth,DT,0.2,"[959, 4041]",487.0,705.0,0.66011228,1.0,2.0,-0.15908027290347282,0.06956552536426416,0.02220932154759592,-0.2954261971830382,-0.02273434862390744
synth,DT,0.3,"[1462, 3538]",780.0,1017.0,0.704236935,1.0,2.0,-0.02710169188680156,0.062096198645869766,0.6625125351189984,-0.14880800480955117,0.09460462103594805
synth,DT,0.4,"[1978, 3022]",703.0,811.0,0.743586676,1.0,2.0,-0.09500949775681966,0.06405210284564872,0.13799051985788344,-0.22054931246834666,0.030530316954707343
synth,DT,0.5,"[2403, 2597]",487.0,569.0,0.7749275499999999,1.0,2.0,-0.04278580380737751,0.08004783529923232,0.592993611621542,-0.19967667803426686,0.11410507041951184
synth,DT,0.6,"[2872, 2128]",728.0,917.0,0.804487428,1.0,2.0,-0.017179485066071143,0.0700140664240333,0.8061684784065002,-0.15440453366837145,0.12004556353622917
synth,DT,0.7,"[3407, 1593]",664.0,761.0,0.8344223879999999,1.0,2.0,0.01000262965522114,0.06917444480434017,0.885026640886497,-0.12557679081183945,0.14558205012228173
synth,DT,0.8,"[3943, 1057]",476.0,432.0,0.860861492,1.0,2.0,0.04278752369046834,0.08540816825012026,0.616387344646316,-0.12460941006530471,0.2101844574462414
synth,DT,0.9,"[4513, 487]",382.0,281.0,0.89339131,1.0,2.0,0.09164387279090391,0.1055607761591989,0.38530555910814546,-0.11525144666122031,0.29853919224302816
synth,LCE,0.1,"[490, 4510]",355.0,574.0,-0.11414690613746639,1.0,2.0,-0.016380944278711285,0.0916071110248153,0.8580810920072885,-0.1959275826151114,0.16316569405768883
synth,LCE,0.2,"[959, 4041]",584.0,820.0,-0.04394792914390558,1.0,2.0,0.0352509653247538,0.06900656599635538,0.6094666376915978,-0.0999994187248891,0.1705013493743967
synth,LCE,0.3,"[1387, 3613]",798.0,1199.0,0.006084170937538099,1.0,2.0,-0.06789060124890722,0.06136146444182268,0.2685514725558086,-0.18815686159351486,0.0523756590957004
synth,LCE,0.4,"[1878, 3122]",691.0,1089.0,0.05613633394241325,1.0,2.0,0.01980552626502341,0.06426361131084776,0.7579362943226154,-0.10614883742071907,0.1457598899507659
synth,LCE,0.5,"[2392, 2608]",653.0,871.0,0.09251691401004786,1.0,2.0,0.0006451570840807497,0.06698177469127178,0.9923150301717436,-0.13063670893138846,0.13192702309954996
synth,LCE,0.6,"[2895, 2105]",737.0,938.0,0.12243388891220083,1.0,2.0,0.021596123128166722,0.06603557673016405,0.7436393711753086,-0.10783122896128608,0.15102347521761952
synth,LCE,0.7,"[3397, 1603]",685.0,797.0,0.1484280467033386,1.0,2.0,-0.12100726686068775,0.06663141912970323,0.06935976035546138,-0.2516024485936993,0.009587914872323772
synth,LCE,0.8,"[3930, 1070]",855.0,714.0,0.17314771413803098,1.0,2.0,0.09988592742012847,0.062401789609089035,0.10944557293749002,-0.022419332784531815,0.22219118762478876
synth,LCE,0.9,"[4503, 497]",529.0,349.0,0.203448686003685,1.0,2.0,-0.09667683169933039,0.09225274242549039,0.2946587957665364,-0.27748888432834184,0.08413522092968104
synth,SP,0.1,"[463, 4537]",250.0,257.0,0.1484424114227294,1.0,2.0,-0.04664746546904652,0.11664661140518608,0.6892271061434825,-0.2752706227418503,0.1819756918037573
synth,SP,0.2,"[884, 4116]",502.0,623.0,0.20126793384552,1.0,2.0,-0.03540325272689471,0.07692332531779719,0.6453433890332583,-0.1861701999208353,0.11536369446704589
synth,SP,0.3,"[1344, 3656]",601.0,648.0,0.24852755665779108,1.0,2.0,-0.03937105219413106,0.07357772794320017,0.5925843752846409,-0.18358074902708973,0.10483864463882761
synth,SP,0.4,"[1837, 3163]",824.0,1100.0,0.29771833419799804,1.0,2.0,0.10449546709971125,0.06224442166332632,0.09319249442745846,-0.017501357598933065,0.22649229179835556
synth,SP,0.5,"[2398, 2602]",603.0,746.0,0.34402936697006226,1.0,2.0,0.14898480151864013,0.06900884428652786,0.030856118252001,0.013729952102312842,0.2842396509349674
synth,SP,0.6,"[2926, 2074]",451.0,507.0,0.38072900772094725,1.0,2.0,-0.2082337767574114,0.08258424385894346,0.011686530473612627,-0.3700959204114137,-0.04637163310340908
synth,SP,0.7,"[3464, 1536]",423.0,428.0,0.4132650077342987,1.0,2.0,-0.16410538703719846,0.08440494589463536,0.05186378158101824,-0.32953604110773566,0.0013252670333387395
synth,SP,0.8,"[3949, 1051]",327.0,328.0,0.44164454936981196,1.0,2.0,0.049763609422219246,0.0977946449873984,0.6108516038721692,-0.14191037263396214,0.24143759147840063
synth,SP,0.9,"[4418, 582]",320.0,344.0,0.4688519954681396,1.0,2.0,-0.12278102630293453,0.10208359737716857,0.22907315630124137,-0.32286120057447243,0.0772991479686034
synth,OVA,0.1,"[488, 4512]",246.0,302.0,-0.38065740764141076,1.0,2.0,-0.15321837213402723,0.11209912890926965,0.17168441513806454,-0.3729286274945085,0.06649188322645408
synth,OVA,0.2,"[922, 4078]",359.0,447.0,-0.1822422385215759,1.0,2.0,-0.09375278530744846,0.0946805778058452,0.322075974284877,-0.27932330784234743,0.09181773722745051
synth,OVA,0.3,"[1430, 3570]",511.0,589.0,0.005150142312049738,1.0,2.0,-0.0836445622760218,0.08042293712313367,0.29831270583623426,-0.2412706225682931,0.07398149801624951
synth,OVA,0.4,"[1919, 3081]",564.0,805.0,0.16691778898239132,1.0,2.0,0.032028903596656555,0.06907771904243976,0.642887953202901,-0.10336093786070202,0.16741874505401513
synth,OVA,0.5,"[2398, 2602]",800.0,1089.0,0.28610534965991974,1.0,2.0,0.01954316247318122,0.06377121792374318,0.7592564003497846,-0.10544612790761058,0.14453245285397304
synth,OVA,0.6,"[2876, 2124]",537.0,635.0,0.39362518787384027,1.0,2.0,0.13291986514181142,0.07489785944542617,0.07595044844599778,-0.01387724189036696,0.27971697217398983
synth,OVA,0.7,"[3404, 1596]",481.0,516.0,0.4960017174482345,1.0,2.0,0.005923972699154456,0.07648143315618726,0.9382605141013066,-0.14397688177298013,0.15582482717128904
synth,OVA,0.8,"[3995, 1005]",440.0,452.0,0.5985058277845383,1.0,2.0,0.07986466326064356,0.08774104236436628,0.3627004191086941,-0.09210461973951745,0.2518339462608046
synth,OVA,0.9,"[4467, 533]",354.0,328.0,0.6750973917543889,1.0,2.0,0.05810809821629026,0.10756278658995172,0.5890419261288129,-0.152711089576783,0.26892728600936355
synth,ASM,0.1,"[494, 4506]",494.0,1224.0,-0.9990607926505618,1.0,2.0,-0.08873823910139667,0.10176473650451995,0.3832116536919795,-0.2881934575464643,0.11071697934367095
synth,ASM,0.2,"[957, 4043]",957.0,744.0,-0.9852103750221431,1.0,2.0,-0.030340601205116835,0.10105937363799065,0.7640051538388786,-0.2284133338357551,0.16773213142552143
synth,ASM,0.3,"[1434, 3566]",1434.0,347.0,-0.9035724811939873,1.0,2.0,-0.18174867958641783,0.10147466801059488,0.07328135747939776,-0.38063537423034255,0.017138015057506867
synth,ASM,0.4,"[1924, 3076]",180.0,120.0,-0.6336518965661525,1.0,2.0,0.14158804948966197,0.140949444008691,0.3151228613711601,-0.13466778440831728,0.4178438833876412
synth,ASM,0.5,"[2363, 2637]",185.0,204.0,0.1091658771038055,1.0,2.0,-0.015155824805678009,0.1341470005046899,0.910047021936085,-0.27807911442894667,0.24776746481759065
synth,ASM,0.6,"[2899, 2101]",168.0,494.0,0.8395111575722695,1.0,2.0,-0.03847012536749328,0.11981389806227882,0.7481480017554858,-0.2733010504169131,0.19636079968192657
synth,ASM,0.7,"[3448, 1552]",639.0,1552.0,0.9874128083698451,1.0,2.0,-0.11954370631303501,0.086703885526745,0.16796927164123776,-0.2894801992651389,0.05039278663906885
synth,ASM,0.8,"[4003, 997]",1179.0,997.0,0.9991400601458735,1.0,2.0,-0.11706015540115883,0.10990172985972638,0.28681494005266805,-0.3324635877648728,0.09834327696255513
synth,ASM,0.9,"[4480, 520]",1655.0,520.0,0.9999671596992812,1.0,2.0,0.048900226700027805,0.1129412076102089,0.6650361011470046,-0.1724604725864427,0.2702609259864983
